_l;Zone d'Emploi;name;name2;;Revenus fiscaux des ménages 2009 : nombre de ménages fiscaux;Revenus fiscaux des ménages 2009 : nombre de personnes dans les ménages fiscaux;Revenus fiscaux des ménages 2009 : part des ménages fiscaux imposés;Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 1er Quartile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 2ème Quartile ou Médiane (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 3ème Quartile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 1er Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 2ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 3ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 4ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 5ème Décile ou Médiane (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 6ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 7ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 8ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 9ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : Rapport inter-déciles (sans unité);Revenus fiscaux des ménages 2009 : part des revenus salariaux (%);Revenus fiscaux des ménages 2009 : part des pensions; retraites; rentes (%);Revenus fiscaux des ménages 2009 : part des revenus des professions non-salariées (%);Revenus fiscaux des ménages 2009 : part des autres revenus (%);Chomage_2003;Chomage_2004;Chomage_2005;Chomage_2006;Chomage_2007;Chomage_2008;Chomage_2009;Chomage_2010;Chomage_2003_2010;Agriculture;Industrie;Construction;Tertiaire_marchand;Tertiaire_non-marchand;Total_salariés;Non-salariés;Emploi_Total;Agriculture%;Industrie%;Construction%;Tertiaire_marchand;Tertiaire_non-marchand;Total_salariés;Non-salariés;Emploi_Total;POP_TOT_99;POP_TOT_09;EVOL_POP_99_09;POP_M20A_P60A_09;POP_20A59A_09;TAUX_DEP_ECO_09;POP_M20A_09;POP_P60A_09;INDIC_JEUN_09;REV_ PAR_UC_MED_09;REV_ PAR_UC_D1_09;POP_ACT_15A64A_09;POP_15A64A_09;TX_ACT_09;POP_ACT_EMP_15A64A_09;POP_15A64A_09;TX_EMP_15A64A_09;POP_ACT_EMP_55A64A_09;POP_55A64A_09;TX_EMP_55A64A_09;POP_F_EMP_15A64A_09;POP_F_15A64A_09;TX_EMP_F_15A64A_09;EST_EMP_98;EST_EMP_09;EVOL_EST_EMP_98_09;TX_CHOM_T1_03;TX_CHOM_T4_11;EVOL_ TX_CHOM_T1_03_T4_11;DE_A_11;DE_ABC_11;PART_F_DE_ABC_11;PART_J_DE_ABC_11;PART_LD_DE_ABC_11;POP_15A64A_09_p;ZONE_OUT
[ 46.8899497107853 , 3.3605449689516775];2606;Nevers;Nevers;123480;55732;119760;55.46;11639;17319;23511;6147;10122;12932;15185;17319;19487;21975;25373;31441;5.11;56.84;32.93;5.33;4.9;8.2;;8.5;8.9;8.8;8;7.6;9.9;9.6;9.6;1.1;414;7373;2647;17854;17101;45389;4085;49474;0.91;16.24;5.83;39.34;37.68;45389.00;4085.00;49474.00;127,208;123,468;-0.3;61377;62091;98.9;27,289;34,088;80.1;17319;6147;53420;76,951;69.4;46,839;76,951;60.9;5,826;17,208;33.9;22,532;38,947;57.9;52,236;49,474;-0.5;7.9;10.2;2.3;5,220;7,636;50.3;19.4;38.3;1.6045;47632.73
[ 46.96048127776117 , 4.25528219332213];2607;Autun;Autun;34260;15412;33809;51.15;11387;16377;22467;6822;10164;12444;14410;16377;18429;20935;24211;30676;4.5;53.47;33.9;7.11;5.51;9.3;;9.5;9.3;9.2;8.1;8;9.3;9.5;9.3;-0.2;143;1530;757;3999;3467;9896;1788;11684;1.45;15.46;7.65;40.41;35.03;9896.00;1788.00;11684.00;36,460;34,255;-0.6;18108;16147;112.1;7,350;10,758;68.3;16377;6822;14419;20,585;70.0;12,854;20,585;62.4;1,730;5,008;34.6;5,956;10,251;58.1;12,582;11,684;-0.6;9.3;9.6;0.3;1,262;2,099;54.5;16.8;42.3;1.6641;13279.95
[ 46.762341470027934 , 4.909522813441077];2608;Chalon-sur-Saône;Chalon-sur-Saône;193217;84064;192281.5;56.88;12327;17805;24275;7553;10978;13515;15697;17805;20059;22676;26273;32740;4.33;60.42;28.24;5.75;5.59;7.9;;8;8;7.9;7.1;6.6;8.6;8.9;8.9;0.9;984;13670;3854;27249;19961;65718;7673;73391;1.50;20.80;5.86;41.46;30.37;65718.00;7673.00;73391.00;183,812;193,187;0.5;94631;98556;96.0;45,520;49,111;92.7;17805;7553;88856;122,013;72.8;79,929;122,013;65.5;9,066;25,729;35.2;37,425;60,443;61.9;72,859;73,391;0.1;7.9;9.2;1.3;7,942;13,156;52.2;19.3;41.6;1.5833;80179.47
[ 46.6276540608216 , 5.260346822210699];2609;Louhans;Louhans;36151;16067;35916;49.69;11423;16398;22019;7268;10374;12467;14455;16398;18308;20552;23709;28969;3.99;54.86;34.05;5.79;5.3;5.2;;5.5;6.2;6.4;5.7;5.7;7.5;7.4;7.1;1.6;119;2864;767;3585;2328;9663;1778;11441;1.23;29.64;7.94;37.10;24.09;9663.00;1778.00;11441.00;32,309;36,151;1.1;19258;16893;114.0;7,803;11,455;68.1;16398;7268;15256;21,301;71.6;13,937;21,301;65.4;1,673;5,153;32.5;6,298;10,464;60.2;9,550;11,441;1.8;5.1;7.1;2;1,088;1,792;57.3;17.6;36.0;1.6972;13978.27
[ 46.683149459632126 , 4.374440283475611];2610;Le Creusot - Montceau;Le Creusot - Montceau;103698;46486;102294;52.79;11481;16580;22439;6760;10192;12678;14630;16580;18677;21030;24179;29915;4.43;57.35;33.88;4.34;4.43;11.7;;12.1;11.9;11.6;10.1;9.5;12.1;12.1;11.5;-0.6;121;9362;1875;10080;10506;31944;3236;35180;0.38;29.31;5.87;31.56;32.89;31944.00;3236.00;35180.00;109,324;103,694;-0.5;52836;50858;103.9;21,732;31,104;69.9;16580;6760;43094;63,469;67.9;37,593;63,469;59.2;4,565;15,290;29.9;16,999;31,727;53.6;34,628;35,180;0.1;11.5;11.1;-0.4;4,738;7,549;51.5;18.1;45.3;1.6338;37989.23
[ 46.47043576717929 , 4.07441759969457];2611;Charolais;Charolais;85390;38147;85084.5;50;11781;16354;22027;7587;10654;12798;14617;16354;18313;20585;23742;29640;3.91;54.2;33.02;6.64;6.14;7.3;;7.2;7.5;7.5;6.5;6.2;8.6;8.6;8.2;1;403;6252;1933;9267;7910;25765;4716;30481;1.56;24.27;7.50;35.97;30.70;25765.00;4716.00;30481.00;86,879;85,393;-0.2;44802;40591;110.4;17,656;27,147;65.0;16354;7587;36296;51,116;71.0;32,440;51,116;63.5;4,135;12,660;32.7;14,600;25,280;57.8;30,020;30,481;0.1;7.1;8.3;1.2;3,110;5,073;53.7;17.8;45.5;1.6706;33789.75
[ 47.79184778017622 , 3.570132455315696];2612;Auxerre;Auxerre;211742;91741;207311.5;56.64;11836;17573;24145;6727;10426;13115;15415;17573;19810;22465;26181;32940;4.9;56.64;30.37;6.86;6.13;7.3;;7.7;7.8;7.9;7.1;6.7;8.9;8.9;8.8;1.1;2057;13084;4771;28247;25744;73903;8829;82732;2.78;17.70;6.46;38.22;34.83;73903.00;8829.00;82732.00;208,674;211,813;0.1;106455;105358;101.0;49,359;57,096;86.4;17573;6727;94590;131,222;72.1;83,817;131,222;63.9;10,699;29,516;36.2;39,522;65,851;60.0;81,999;82,732;0.1;7.1;9.1;2;8,467;13,194;51.6;19.1;39.4;1.6142;85127.56
[ 47.513693081124146 , 3.9338166187420023];2613;Avallon;Avallon;24910;10676;23845.5;53;11337;16614;22615;6512;9946;12503;14655;16614;18738;21081;24447;30921;4.75;53.08;32.23;7.71;6.98;7.2;;8;7.7;7.3;5.8;5.8;7.4;7.8;7.9;-0.1;125;1285;470;3745;2434;8059;1285;9344;1.55;15.94;5.83;46.47;30.20;8059.00;1285.00;9344.00;25,208;24,919;-0.1;12359;12560;98.4;5,426;6,933;78.3;16614;6512;10686;15,548;68.7;9,665;15,548;62.2;1,266;3,476;36.4;4,455;7,441;59.9;9,151;9,344;0.2;6.8;8.3;1.5;818;1,237;55.3;17.8;31.7;1.6027;9750.41
[ 48.20133840683441 , 3.3014996273948847];2614;Sens;Sens;106643;45501;107333;59.69;12383;18103;24590;7330;10962;13646;15941;18103;20376;22961;26545;33041;4.51;60.27;28.46;5.87;5.4;8.2;;8.9;9.2;9.4;8.3;7.8;10;10.1;10;1.1;350;6899;1956;11333;9739;30277;3747;34024;1.16;22.79;6.46;37.43;32.17;30277.00;3747.00;34024.00;99,434;106,645;0.7;53188;53457;99.5;26,469;26,719;99.1;18103;7330;48112;66,370;72.5;42,425;66,370;63.9;5,028;14,337;35.1;19,879;33,429;59.5;30,987;34,024;0.9;7.7;10.1;2.4;5,050;7,571;52.2;19.7;42.3;1.6068;42761.99
[ 50.718006019098695 , 3.088057559531754];3110;Roubaix - Tourcoing;Roubaix - Tourcoing;419335;159868;420956;54.19;9217;15940;23223;3927;7746;10705;13405;15940;18531;21446;25410;32879;8.37;67.79;21.95;4.37;5.89;12.5;;13;13.3;13.7;12.8;11.9;14.1;14.9;14.5;1.5;532;19135;8841;73875;41800;144183;10001;154184;0.37;13.27;6.13;51.24;28.99;144183.00;10001.00;154184.00;417,624;419,339;0.0;200730;218609;91.8;126,222;74,507;169.4;15940;3927;186756;269,705;69.2;155,686;269,705;57.7;14,486;44,709;32.4;74,262;138,442;53.6;156,528;154,184;-0.1;12.5;14.7;2.2;27,403;39,391;46.8;19.0;43.7;1.5548;156010.63
[ 50.58055127903805 , 3.04592539062912];3111;Lille;Lille;784315;314475;746397.5;60.81;11475;18513;26872;5670;9732;13038;15840;18513;21363;24757;29453;37991;6.7;68.89;20.41;5.24;5.46;9.8;;10.4;10.7;10.7;9.8;9.1;10.5;11;10.8;0.4;1095;32796;19143;199450;140091;392575;21094;413669;0.28;8.35;4.88;50.81;35.69;392575.00;21094.00;413669.00;764,100;784,327;0.3;342661;441666;77.6;207,068;135,593;152.7;18513;5670;370578;537,928;68.9;322,535;537,928;60.0;32,279;83,060;38.9;156,955;275,301;57.0;367,356;413,669;1.1;9.7;10.9;1.2;41,796;60,985;47.3;18.7;40.4;1.4581;321411.18
[ 50.94656728182773 , 2.3693066312297533];3112;Dunkerque;Dunkerque;254672;102023;253833.5;55.44;10523;16334;23103;5938;9179;11759;14057;16334;18761;21488;25084;31398;5.29;66.49;24.29;4.71;4.51;10.6;;11.3;11.6;11.6;10.7;10.3;12.6;12.5;12.3;1;519;21694;6022;32837;30740;91812;5761;97573;0.57;23.63;6.56;35.77;33.48;91812.00;5761.00;97573.00;262,933;254,699;-0.3;118613;136086;87.2;67,742;50,871;133.2;16334;5938;112816;168,087;67.1;95,735;168,087;57.0;9,910;32,701;30.3;42,123;84,432;49.9;95,368;97,573;0.2;10.5;12.3;1.8;14,368;21,029;49.1;22.2;41.6;1.5153;96460.42
[ 50.740839730154555 , 2.571646828830921];3113;Flandre - Lys;Flandre - Lys;121747;47152;121897;55.66;12221;17611;23952;7766;10988;13380;15560;17611;19801;22385;25908;31941;4.11;65.72;22.76;5.57;5.95;7.5;;8.1;8.1;8.4;7.3;6.6;8.2;8.1;7.9;-0.2;440;7115;2662;12017;11317;33551;3919;37470;1.31;21.21;7.93;35.82;33.73;33551.00;3919.00;37470.00;116,669;121,740;0.4;57394;64346;89.2;32,501;24,894;130.6;17611;7766;56072;78,942;71.0;50,590;78,942;64.1;4,449;14,561;30.6;22,968;39,000;58.9;34,558;37,470;0.8;7;7.9;0.9;4,600;7,281;52.3;23.7;37.3;1.5421;50779.26
[ 50.38572164601 , 3.1876644031226467];3114;Douai;Douai;248165;96384;246410;51.67;9743;15547;22471;4874;8390;11034;13332;15547;17971;20799;24518;30841;6.33;65.74;25.7;4.79;3.77;11.5;;12.1;13.1;13.6;12.5;12;14.1;14.2;13.7;1.6;655;14563;4556;25811;26656;72241;5212;77453;0.91;20.16;6.31;35.73;36.90;72241.00;5212.00;77453.00;246,888;248,168;0.1;116676;131492;88.7;66,312;50,364;131.7;15547;4874;107731;161,037;66.9;90,513;161,037;56.2;9,150;28,965;31.6;40,572;80,902;50.1;72,871;77,453;0.6;11.8;14.1;2.3;14,442;21,201;46.6;22.8;44.4;1.5411;90235.18
[ 50.377628877703124 , 3.4686660149461948];3115;Valenciennes;Valenciennes;349029;137256;345672;49.72;8757;14632;21518;3921;7464;10011;12377;14632;17058;19831;23468;29587;7.55;65.61;25.55;4.91;3.94;13.2;;13.9;13.9;13.7;12.8;11.9;14.8;15.1;14.7;0.8;288;27856;6057;43729;41136;119066;6754;125820;0.24;23.40;5.09;36.73;34.55;119066.00;6754.00;125820.00;348,928;349,038;0.0;163896;185142;88.5;94,523;69,373;136.3;14632;3921;148183;227,644;65.1;122,518;227,644;53.8;12,172;40,613;30.0;53,792;114,456;47.0;103,912;125,820;1.9;13.1;14.5;1.4;21,162;30,551;46.5;21.4;44.3;1.5333;122870.42
[ 50.13745607686929 , 3.2869180961894893];3116;Cambrai;Cambrai;178231;72623;178323.5;50.83;10129;15738;22151;5362;8775;11371;13581;15738;17995;20568;24100;30431;5.68;61.58;26.37;6.45;5.6;9.4;;9.9;10.3;10.6;9.9;9.9;12.1;12.1;12.2;2.3;1458;9197;3768;17024;18736;50183;5118;55301;2.91;18.33;7.51;33.92;37.34;50183.00;5118.00;55301.00;176,277;178,279;0.1;85181;93098;91.5;46,311;38,870;119.1;15738;5362;79331;113,882;69.7;67,439;113,882;59.2;6,930;22,055;31.4;30,022;56,690;53.0;57,758;55,301;-0.4;9.3;12.8;3.5;9,989;14,715;50.0;21.0;42.7;1.5655;67695.61
[ 50.18115193508256 , 3.8959531380300323];3117;Maubeuge;Maubeuge;234240;92773;232793;48.69;8550;14554;21496;3471;7201;9855;12251;14554;17030;19822;23451;29744;8.57;63.35;26.62;5.74;4.29;13.6;;13.8;13.7;13.9;12.9;11.9;15.2;15.8;15.1;1.3;451;14374;3545;18417;23664;60451;5728;66179;0.75;23.78;5.86;30.47;39.15;60451.00;5728.00;66179.00;238,557;234,257;-0.2;112397;121860;92.2;63,344;49,052;129.1;14554;3471;97990;151,140;64.8;80,307;151,140;53.1;8,694;29,805;29.2;34,606;75,990;45.5;67,166;66,179;-0.1;13.7;14.9;1.2;15,635;21,194;48.5;21.3;46.5;1.5499;80969.12
[ 50.29121839403788 , 2.5367099606433228];3121;Arras;Arras;240149;95783;236522.5;55.51;11457;17387;24353;6626;10072;12733;15078;17387;19845;22639;26482;33478;5.05;63.28;24.37;6.79;5.55;7.4;;7.8;8.1;8.4;7.7;7.4;8.9;9.1;9.1;1.3;1338;11618;6576;32888;37387;89807;7813;97620;1.49;12.94;7.32;36.62;41.63;89807.00;7813.00;97620.00;231,190;240,155;0.4;112439;127716;88.0;60,951;51,488;118.4;17387;6626;109984;156,621;70.2;97,684;156,621;62.4;10,695;30,469;35.1;44,920;78,214;57.4;91,733;97,620;0.6;7.3;9.2;1.9;10,704;15,477;50.7;22.6;37.1;1.5334;98236.58
[ 50.437005084242216 , 2.862060449266794];3122;Lens - Hénin;Lens - Hénin;364546;143544;364343;46.68;8215;13809;19892;3619;7051;9385;11649;13809;15936;18432;21593;26794;7.4;65.36;28.04;3.73;2.86;14.4;;15.3;15.8;16.3;14.7;13.9;16.2;16;15.7;0.4;104;12679;8707;46216;35740;103446;6284;109730;0.10;12.26;8.42;44.68;34.55;103446.00;6284.00;109730.00;371,423;364,550;-0.2;173738;190812;91.1;100,117;73,621;136.0;13809;3619;150810;234,617;64.3;122,658;234,617;52.3;11,222;42,066;26.7;53,286;119,028;44.8;91,794;109,730;1.8;14.5;15.8;1.3;22,905;33,190;44.6;24.0;43.8;1.5538;122482.29
[ 50.54008399371706 , 2.589340453917157];3123;Béthune - Bruay;Béthune - Bruay;291680;115894;290482.5;49.93;10097;15638;22142;5445;8784;11339;13507;15638;17902;20563;23996;29982;5.51;65;25.76;5.04;4.2;10.8;;11.4;11.7;12.1;11.1;10.3;12;12;11.7;0.3;474;21182;5931;24739;27811;80137;6310;86447;0.59;26.43;7.40;30.87;34.70;80137.00;6310.00;86447.00;287,054;291,681;0.2;137609;154072;89.3;76,490;61,119;125.1;15638;5445;125638;188,504;66.6;107,648;188,504;57.1;10,204;35,985;28.4;46,898;94,273;49.7;80,472;86,447;0.7;10.6;11.7;1.1;14,499;21,841;49.3;22.6;44.4;1.5473;107598.98
[ 50.67134688240581 , 2.1850368002019227];3124;Saint-Omer;Saint-Omer;115916;45870;115774;50.97;10086;15440;21635;5733;8832;11189;13336;15440;17636;20106;23389;29333;5.12;64.4;23.65;5.73;6.21;10.9;;10.8;11.9;12.6;11.1;10.6;11.8;12;12;1.2;311;11855;2255;13758;11987;40166;3528;43694;0.77;29.52;5.61;34.25;29.84;40166.00;3528.00;43694.00;112,848;115,928;0.3;53540;62388;85.8;30,634;22,906;133.7;15440;5733;51309;76,085;67.4;44,296;76,085;58.2;3,507;14,037;25.0;19,217;37,658;51.0;41,914;43,694;0.4;10.7;12.2;1.5;5,810;8,766;53.5;23.4;43.6;1.5237;44281.26
[ 50.87302007527292 , 1.9723550038209727];3125;Calais;Calais;163156;64223;163973.5;51.53;9477;15206;21826;4491;8097;10706;12948;15206;17555;20247;23664;29414;6.55;66.82;23.26;5.36;4.56;13;;14;14.1;15.4;14.3;13.8;16.1;16.4;16.1;2.1;323;5504;2715;22860;14762;46164;4135;50299;0.70;11.92;5.88;49.52;31.98;46164.00;4135.00;50299.00;158,974;163,153;0.3;75657;87496;86.5;46,534;29,123;159.8;15206;4491;72149;107,204;67.3;59,557;107,204;55.6;5,319;18,876;28.2;25,737;53,619;48.0;53,688;50,299;-0.6;12.6;16.2;3.6;10,675;15,448;48.1;23.2;46.1;1.5219;59765.84
[ 50.72530780478109 , 1.7307323984579315];3126;Boulogne-sur-mer;Boulogne-sur-mer;162592;65559;162766;51.98;9651;15395;22129;4870;8271;10908;13162;15395;17743;20493;24123;30807;6.33;62.79;25.58;5.78;5.84;12;;12.7;12.6;13.5;12.3;11.8;13.2;13.3;13.5;0.8;786;8457;3569;23248;17520;53580;4645;58225;1.47;15.78;6.66;43.39;32.70;53580.00;4645.00;58225.00;163,157;162,595;0.0;77452;85143;91.0;44,045;33,407;131.8;15395;4870;70939;105,370;67.3;60,354;105,370;57.3;6,254;20,051;31.2;27,344;53,761;50.9;52,346;58,225;1.0;11.9;13.7;1.8;9,542;14,054;49.7;23.7;41.1;1.5431;60372.03
[ 50.473705573679894 , 1.8656384449761638];3127;Berck - Montreuil;Berck - Montreuil;105270;44247;105013.5;51.99;10683;16150;22826;6180;9402;11856;13994;16150;18453;21211;24946;32199;5.21;55.95;29.32;7.06;7.68;7.2;;7.6;7.6;7.9;7.2;7.2;8.8;8.9;9.2;1.6;734;4499;1909;12148;13790;33080;4261;37341;2.22;13.60;5.77;36.72;41.69;33080.00;4261.00;37341.00;99,249;105,288;0.6;51949;53339;97.4;25,430;26,518;95.9;16150;6180;44563;66,697;66.8;39,055;66,697;58.6;4,441;14,792;30.0;17,974;33,574;53.5;35,329;37,341;0.5;7.1;9.7;2.6;4,950;7,069;49.9;23.2;38.1;1.5786;39190.61
[ 49.44419370067705 , 5.6155566630125255];4101;Longwy;Longwy;109783;45329;104895.5;39.17;11281;17027;24389;5748;9803;12464;14685;17027;19598;22629;26505;33151;5.77;69.77;23.38;3.57;3.29;8.1;;8.7;8.6;8.8;8;7.4;9.7;9.7;9.1;0.4;110;3525;1040;6889;7879;19443;2338;21781;0.57;18.13;5.35;35.43;40.52;19443.00;2338.00;21781.00;104,684;109,792;0.5;50441;59351;85.0;25,136;25,305;99.3;17027;5748;50565;70,773;71.4;44,597;70,773;63.0;4,266;12,766;33.4;20,191;35,203;57.4;22,422;21,781;-0.3;7.9;9.6;1.7;4,914;6,574;46.9;14.9;38.2;1.5513;44428.28
[ 48.57926492953777 , 6.631284789623978];4102;Lunéville;Lunéville;33054;14012;32782;51.11;10784;16530;22587;5348;9257;12093;14402;16530;18650;21078;24426;30409;5.69;61.45;27.95;5.01;5.59;9.1;;10.3;10.1;10.5;9.4;9;10.5;10.7;10.6;0.3;123;1049;613;3734;3656;9175;1018;10193;1.34;11.43;6.68;40.70;39.85;9175.00;1018.00;10193.00;32,225;33,054;0.3;15987;17067;93.7;8,202;7,785;105.3;16530;5348;14759;21,222;69.5;12,864;21,222;60.6;1,317;4,232;31.1;5,953;10,632;56.0;10,686;10,193;-0.4;9;11;2;1,704;2,343;50.6;21.4;40.4;1.5576;12792.77
[ 48.65583324736858 , 6.157366558584994];4103;Nancy;Nancy;514361;210775;481115;60.49;12702;18956;26311;7057;11151;14070;16545;18956;21493;24471;28584;36099;5.12;65.05;24.65;5.33;4.97;7.5;;7.9;8;8.2;7.4;6.8;8.5;8.8;8.5;0.6;1349;22210;11887;86953;84495;206894;15140;222034;0.65;10.73;5.75;42.03;40.84;206894.00;15140.00;222034.00;504,861;514,418;0.2;233128;281290;82.9;126,427;106,701;118.5;18956;7057;240316;347,603;69.1;213,386;347,603;61.4;24,724;61,979;39.9;103,095;175,789;58.6;210,750;222,034;0.5;7.4;8.7;1.3;21,926;31,889;47.3;19.0;37.6;1.4799;215146.02
[ 48.765117267322125 , 5.171057384956374];4104;Bar-le-Duc;Bar-le-Duc;61643;26909;61705;56.72;12086;17607;23849;7215;10747;13303;15524.5;17607;19890;22353;25747;31838;4.41;60.92;28.06;5.66;5.35;7.2;;7.3;7.7;8.1;7.5;6.9;8.6;8.9;8.5;1.2;292;4392;1294;6842;12806;25626;1992;27618;1.14;17.14;5.05;26.70;49.97;25626.00;1992.00;27618.00;64,003;61,647;-0.4;29193;32454;90.0;14,218;14,975;94.9;17607;7215;28661;40,027;71.6;25,408;40,027;63.5;3,222;8,860;36.4;11,763;19,893;59.1;29,513;27,618;-0.6;7.1;8.7;1.6;2,713;3,920;48.9;19.7;39.0;1.5401;25920.20
[ 48.75501417539873 , 5.564957017262408];4105;Commercy;Commercy;45030;18614;44587;49.98;10943;16179;22176;6627;9792;12077;14152;16179;18292;20738;23868;29514;4.45;59.83;27.65;7.08;5.43;8.4;;9.2;10.2;10.5;9.9;8.9;10.9;11.3;10.8;1.6;302;2742;844;2949;3471;10308;1940;12248;2.93;26.60;8.19;28.61;33.67;10308.00;1940.00;12248.00;43,770;45,019;0.3;21653;23366;92.7;11,039;10,614;104.0;16179;6627;20162;28,526;70.7;17,732;28,526;62.2;1,825;5,714;31.9;7,475;13,544;55.2;13,344;12,248;-0.7;8.1;10.6;2.5;2,122;3,004;54.1;19.8;39.5;1.5782;17847.56
[ 49.22760143955233 , 5.280391748144024];4106;Verdun;Verdun;63121;26302;60566.5;49.59;10822;16218;22580;5885;9459;12030;14152;16218;18498;21046;24476;30698;5.22;60.14;28.02;6.46;5.38;8.2;;8.9;9.5;10.2;9.5;8.9;11;10.9;11;2.1;364;2901;1285;7089;7227;18866;2662;21528;1.93;15.38;6.81;37.58;38.31;18866.00;2662.00;21528.00;62,648;63,127;0.1;30521;32606;93.6;15,413;15,108;102.0;16218;5885;28548;40,248;70.9;25,158;40,248;62.5;2,888;8,184;35.3;11,107;19,850;56.0;20,935;21,528;0.3;8.2;11.4;3.2;2,940;4,046;52.2;20.3;38.1;1.5685;25475.55
[ 49.12822353607353 , 6.1297922576567965];4107;Metz;Metz;507470;207599;490074.5;55.82;12084;18133;25524;6786;10614;13329;15728;18133;20701;23693;27765;35059;5.17;66.41;23.75;4.68;5.16;7.4;;7.8;8.1;8.2;7.5;7.2;9.6;9.7;9.5;1.7;648;26534;12110;80593;75504;195389;13067;208456;0.33;13.58;6.20;41.25;38.64;195389.00;13067.00;208456.00;490,447;507,540;0.3;227294;280246;81.1;121,144;106,150;114.1;18133;6786;243077;338,172;71.9;215,869;338,172;63.8;22,763;59,818;38.1;100,006;168,613;59.3;204,245;208,456;0.2;7.3;9.7;2.4;24,133;33,753;48.6;17.3;38.5;1.5008;216874.59
[ 48.98514903703075 , 6.723045886879451];4108;Forbach;Forbach;221537;90539;219767;51.92;10632;16024;22615;5830;9260;11841;14031;16024;18351;21035;24574;30789;5.28;63.13;29.3;3.86;3.71;11.3;;12.4;12.9;12.8;11.2;10;13;12.8;12;-0.4;221;13802;4100;22558;19031;59712;4802;64514;0.37;23.11;6.87;37.78;31.87;59712.00;4802.00;64514.00;227,712;221,549;-0.3;101019;120530;83.8;51,319;49,700;103.3;16024;5830;95362;146,410;65.1;80,741;146,410;55.1;8,163;28,595;28.5;36,446;73,050;49.9;59,205;64,514;0.8;10.9;11.7;0.8;11,578;16,239;48.5;20.0;34.4;1.5132;80700.61
[ 48.68105114946053 , 7.01561426617262];4109;Sarrebourg;Sarrebourg;73892;29477;71531;54.17;12292;17514;23256;7698;11026;13443;15472;17514;19566;21888;25034;30479;3.96;62.69;27.29;5.19;4.83;6.6;;7.1;7.2;7;6;5.7;7.8;7.6;7.2;0.1;491;4579;1669;7259;6624;20622;2138;22760;2.38;22.20;8.09;35.20;32.12;20622.00;2138.00;22760.00;71,572;73,899;0.3;34831;39068;89.2;17,522;17,309;101.2;17514;7698;34477;47,483;72.6;31,097;47,483;65.5;2,770;9,110;30.4;13,423;22,927;58.5;23,166;22,760;-0.2;6.4;7.2;0.8;2,801;4,179;52.0;21.0;35.0;1.5563;30780.00
[ 49.04614521029253 , 7.220002306859132];4110;Sarreguemines;Sarreguemines;112824;45785;111388;54.21;12452;17801;24490;7674;11123;13640;15678;17801;20107;22830;26501;33186;4.32;66.44;24.7;4.13;4.73;8.1;;8.6;8.7;8.7;7.7;7.1;9.5;9.3;9;0.4;106;9166;1750;11527;9379;31928;2654;34582;0.33;28.71;5.48;36.10;29.38;31928.00;2654.00;34582.00;110,896;112,862;0.2;50567;62295;81.2;25,287;25,280;100.0;17801;7674;52316;75,119;69.6;46,552;75,119;62.0;4,581;14,659;31.3;20,682;36,960;56.0;34,037;34,582;0.1;7.8;9.1;1.3;4,576;6,661;50.1;18.2;36.2;1.5024;46469.99
[ 49.387160539250154 , 6.212168610778963];4111;Thionville;Thionville;217651;88148;210363.5;44.93;11925;17901;25680;6695;10495;13161;15481;17901;20570;23710;28086;35769;5.34;69.1;23.09;3.61;4.21;7.8;;8.3;8.5;8.8;8;7.2;9.7;9.5;9.2;0.9;83;12262;3510;21950;18119;55924;4479;60403;0.15;21.93;6.28;39.25;32.40;55924.00;4479.00;60403.00;206,755;217,654;0.5;97962;119692;81.8;51,336;46,626;110.1;17901;6695;104275;142,869;73.0;92,956;142,869;65.1;8,596;24,822;34.6;42,653;71,463;59.7;62,973;60,403;-0.4;7.8;9.6;1.8;9,773;13,459;48.2;17.3;36.7;1.5235;92252.99
[ 48.21840781998258 , 6.416612220265897];4112;Épinal;Épinal;163338;69646;161213;53.3;11377;16907;23250;6280;9985;12603;14874;16907;19096;21654;25140;31590;5.03;62.85;26.88;5.32;4.95;9.2;;9.5;10.1;10.2;9;8.6;10.6;10.3;10.3;0.8;519;11542;3020;19254;23803;58138;5822;63960;0.89;19.85;5.19;33.12;40.94;58138.00;5822.00;63960.00;162,292;163,358;0.1;78487;84871;92.5;40,344;38,143;105.8;16907;6280;74568;104,990;71.0;65,000;104,990;61.9;7,188;21,095;34.1;29,890;52,142;57.3;63,408;63,960;0.1;9.1;10.4;1.3;7,986;10,920;49.0;19.8;34.4;1.5559;65570.81
